archanioł	archanioła	MASC;ANIM
archipelag	archipelagu	MASC;INAN
architekt	architekta	FEM
archiwum	archiwum	NEUT
arcybiskup	arcybiskupa	MASC;HUM
arcydzieło	arcydzieła	NEUT
areszt	aresztu	MASC;INAN
aresztant	aresztanta	MASC;HUM
arginina	argininy	FEM
aria	arii	FEM
arkada	arkady	FEM
arkusz	arkusza	MASC;INAN
armata	armaty	FEM
armeńczyk	armeńczyka	MASC;HUM
arnika	arniki	FEM
aromat	aromatu	MASC;INAN
arsenał	arsenału	MASC;INAN
arystokrata	arystokraty	MASC;HUM
asembler	asemblera	MASC;INAN
asenterunek	asenterunku	MASC;INAN
asparagina	asparaginy	FEM
aspekt	aspektu	MASC;INAN
asteroida	asteroidy	FEM
asteryzm	asteryzmu	MASC;INAN
astrolabium	astrolabium	NEUT
astrolog	astrologa	MASC;HUM
astronauta	astronauty	MASC;HUM
astronautka	astronautki	FEM
astronom	astronoma	MASC;HUM
asymptota	asymptoty	FEM
asystent	asystenta	MASC;HUM
asystentka	asystentki	FEM
atak	ataku	MASC;INAN
atarynka	atarynki	FEM
ateusz	ateusza	MASC;HUM
atmosfera	atmosfery	FEM
atom	atomu	MASC;INAN
atrapa	atrapy	FEM
atrybut	atrybutu	MASC;INAN
attyka	attyki	FEM
audytorium	audytorium	NEUT
aula	auli	FEM
aureola	aureoli	FEM
autobiografia	autobiografii	FEM
autobus	autobusu	MASC;INAN
autograf	autografu	MASC;INAN
autokar	autokaru	MASC;INAN
automat	automatu	MASC;INAN
autor	autora	MASC;HUM
autorytaryzm	autorytaryzmu	MASC;INAN
autostop	autostopu	MASC;INAN
autostopowicz	autostopowicza	MASC;HUM
autostrada	autostrady	FEM
awanturnik	awanturnika	MASC;HUM
azot	azotu	MASC;INAN
azotan	azotanu	MASC;INAN
azyl	azylu	MASC;INAN
babcia	babci	FEM
babeczka	babeczki	FEM
babka	babki	FEM
babunia	babuni	FEM
baca	bacy	MASC;HUM
bacówka	bacówki	FEM
bad	badu	MASC;INAN
badyl	badyla	MASC;INAN
bagatela	bagateli	FEM
bagietka	bagietki	FEM
bagnet	bagnetu	MASC;INAN
bagno	bagna	NEUT
bajgiel	bajgla	MASC;INAN
bajka	bajki	FEM
bak	baku	MASC;INAN
bakburta	bakburty	FEM
baks	baksa	MASC;ANIM
bakteriofag	bakteriofaga	MASC;ANIM
bal	balu	MASC;INAN
balast	balastu	MASC;INAN
balet	baletu	MASC;INAN
balia	balii	FEM
balkon	balkonu	MASC;INAN
balon	balonu	MASC;INAN
balustrada	balustrady	FEM
ban	bana	MASC;ANIM
bandyta	bandyty	MASC;HUM
bandzior	bandziora	MASC;HUM
bank	banku	MASC;INAN
bankiet	bankietu	MASC;INAN
banknot	banknotu	MASC;INAN
bankomat	bankomatu	MASC;INAN
bankructwo	bankructwa	NEUT
bankrut	bankruta	MASC;HUM
baobab	baobabu	MASC;INAN
barabanda	barabandy	FEM
barbarzyniec	barbarzyńca	MASC;HUM
barbarzyńca	barbarzyńcy	MASC;HUM
barbarzyństwo	barbarzyństwa	NEUT
barion	barionu	MASC;INAN
bark	barku	MASC;INAN
barka	barki	FEM
barn	barnu	MASC;INAN
barogram	barogramu	MASC;INAN
barometr	barometru	MASC;INAN
barwa	barwy	FEM
barwinek	barwinka	MASC;ANIM
baryłka	baryłki	FEM
barć	barci	FEM
barłóg	barłogu	MASC;INAN
bas	basu	MASC;INAN
basen	basenu	MASC;INAN
basior	basiora	MASC;ANIM
basista	basisty	MASC;HUM
basistka	basistki	FEM
bask	baska	MASC;HUM
baskijka	baskijki	FEM
baszta	baszty	FEM
bat	bata	MASC;INAN
batat	batata	MASC;ANIM
baton	batonu	MASC;INAN
batonik	batonika	MASC;ANIM
batuta	batuty	FEM
batyskaf	batyskafu	MASC;INAN
bawełna	bawełny	FEM
bazalt	bazaltu	MASC;INAN
bazylia	bazylii	FEM
bazylika	bazyliki	FEM
bałałajka	bałałajki	FEM
bałt	bałta	MASC;HUM
bałwan	bałwana	MASC;ANIM
bałwochwalca	bałwochwalcy	MASC;HUM
bańka	bańki	FEM
baśń	baśni	FEM
bażant	bażanta	MASC;ANIM
bażyna	bażyny	FEM
beczka	beczki	FEM
beczułka	beczułki	FEM
bednarz	bednarza	MASC;HUM
bekerel	bekerela	MASC;INAN
bekon	bekonu	MASC;INAN
belg	belga	MASC;HUM
belgijka	belgijki	FEM
bemol	bemola	MASC;INAN
benzen	benzenu	MASC;INAN
beret	beretu	MASC;INAN
berło	berła	NEUT
bez	bzu	MASC;INAN
beza	bezy	FEM
bezbożnik	bezbożnika	MASC;HUM
bezdomny	bezdomnego	MASC;HUM
bezokolicznik	bezokolicznika	MASC;INAN
bezpieczeństwo	bezpieczeństwa	NEUT
bezpiecznik	bezpiecznika	MASC;INAN
bełkot	bełkotu	MASC;INAN
bełt	bełtu	MASC;INAN
białas	białasa	MASC;HUM
białko	białka	NEUT
białogłowa	białogłowy	FEM
białorusinka	białorusinki	FEM
białorzytka	białorzytki	FEM
biba	biby	FEM
bibliograf	bibliografa	MASC;HUM
biblioteczka	biblioteczki	FEM
biblioteka	biblioteki	FEM
bibliotekarka	bibliotekarki	FEM
bibliotekarz	bibliotekarza	MASC;HUM
bibuła	bibuły	FEM
biceps	bicepsa	MASC;INAN
bicie	bicia	NEUT
biedactwo	biedactwa	NEUT
biedroneczka	biedroneczki	FEM
bieg	biegu	MASC;INAN
biegunka	biegunki	FEM
biegły	biegłego	MASC;HUM
bielik	bielika	MASC;ANIM
bieluń	bieluni	FEM
biesiada	biesiady	FEM
bieługa	bieługi	FEM
bila	bili	FEM
bilet	biletu	MASC;INAN
biodro	biodra	NEUT
biogaz	biogazu	MASC;INAN
biografia	biografii	FEM
biotop	biotopu	MASC;INAN
bis	bisu	MASC;INAN
biskup	biskupa	MASC;HUM
bitwa	bitwy	FEM
biurko	biurka	NEUT
biuro	biura	NEUT
biurowiec	biurowca	MASC;INAN
biurwa	biurwy	FEM
biustonosz	biustonosza	MASC;INAN
biznes	biznesu	MASC;INAN
bizon	bizona	MASC;ANIM
blacha	blachy	FEM
blacharz	blacharza	MASC;HUM
blachosmród	blachosmroda	MASC;ANIM
blask	blasku	MASC;INAN
blenda	blendy	FEM
blizna	blizny	FEM
bliźni	bliźniego	MASC;HUM
bliźniak	bliźniaka	MASC;HUM
bliźnię	bliźnięcia	NEUT
blog	blogu	MASC;INAN
blokada	blokady	FEM
blokowisko	blokowiska	NEUT
blondyn	blondyna	MASC;HUM
bluszczyk	bluszczyku	MASC;INAN
bluza	bluzy	FEM
bluzeczka	bluzeczki	FEM
bluzka	bluzki	FEM
bobas	bobasa	MASC;HUM
bochen	bochna	MASC;INAN
bod	bodu	MASC;INAN
bogactwo	bogactwa	NEUT
bogini	bogini	FEM
bohater	bohatera	MASC;HUM
bohaterka	bohaterki	FEM
boja	boi	FEM
bok	boku	MASC;INAN
boks	boksu	MASC;INAN
boksyt	boksytu	MASC;INAN
bolec	bolca	MASC;INAN
bolid	bolidu	MASC;INAN
borowik	borowika	MASC;ANIM
borsuk	borsuka	MASC;ANIM
borówka	borówki	FEM
bosak	bosaka	MASC;INAN
boskość	boskości	FEM
bosman	bosmana	MASC;HUM
botanik	botanika	MASC;HUM
bozon	bozonu	MASC;INAN
boćwina	boćwiny	FEM
bożnica	bożnicy	FEM
brak	braku	MASC;INAN
brama	bramy	FEM
bramka	bramki	FEM
bramkarz	bramkarza	MASC;HUM
bransoleta	bransolety	FEM
bransoletka	bransoletki	FEM
branża	branży	FEM
bratanica	bratanicy	FEM
bratek	bratka	MASC;INAN
braterstwo	braterstwa	NEUT
bratobójstwo	bratobójstwa	NEUT
bratowa	bratowej	FEM
brew	brwi	FEM
brewiarz	brewiarza	MASC;INAN
brezent	brezentu	MASC;INAN
broda	brody	FEM
brodawka	brodawki	FEM
brodawnik	brodawnika	MASC;INAN
brojler	brojlera	MASC;ANIM
brokuł	brokułu	MASC;INAN
brosma	brosmy	FEM
brosza	broszy	FEM
broszura	broszury	FEM
browek	browka	MASC;ANIM
broń	broni	FEM
brud	brudu	MASC;INAN
brudas	brudasa	MASC;HUM
bruk	bruku	MASC;INAN
brukowiec	brukowca	MASC;INAN
brunet	bruneta	MASC;HUM
bruneta	brunety	FEM
brunetka	brunetki	FEM
brus	brusa	MASC;INAN
bruzda	bruzdy	FEM
brylant	brylantu	MASC;INAN
brytyjczyk	brytyjczyka	MASC;HUM
bryza	bryzy	FEM
brzask	brzasku	MASC;INAN
brzeg	brzegu	MASC;INAN
brzemię	brzemienia	NEUT
brzoskwinia	brzoskwini	FEM
brzoza	brzozy	FEM
brzuszek	brzuszka	MASC;INAN
brzydal	brzydala	MASC;HUM
brzydula	brzyduli	FEM
bród	brodu	MASC;INAN
bróg	brogu	MASC;INAN
buda	budy	FEM
buddysta	buddysty	MASC;HUM
buddystka	buddystki	FEM
budowa	budowy	FEM
budowniczy	budowniczego	MASC;HUM
budulec	budulca	MASC;INAN
budynek	budynku	MASC;INAN
budzik	budzika	MASC;INAN
budziszynianin	budziszynianina	MASC;HUM
budziszynianka	budziszynianki	FEM
budżet	budżetu	MASC;INAN
budżetówka	budżetówki	FEM
bufon	bufona	MASC;HUM
bufor	buforu	MASC;INAN
buhaj	buhaja	MASC;ANIM
bukłak	bukłaka	MASC;INAN
buldog	buldoga	MASC;ANIM
bulla	bulli	FEM
bulwa	bulwy	FEM
bulwka	bulwki	FEM
bumerang	bumerangu	MASC;INAN
bunt	buntu	MASC;INAN
burda	burdy	FEM
burka	burki	FEM
bursztyn	bursztynu	MASC;INAN
burza	burzy	FEM
burżuj	burżuja	MASC;HUM
bus	busa	MASC;ANIM
butan	butanu	MASC;INAN
buteleczka	buteleczki	FEM
butik	butiku	MASC;INAN
buziak	buziaka	MASC;ANIM
bułeczka	bułeczki	FEM
bułgar	bułgara	MASC;HUM
bułgarka	bułgarki	FEM
bułka	bułki	FEM
buńczuk	buńczuka	MASC;INAN
byt	bytu	MASC;INAN
bywalec	bywalca	MASC;HUM
była	byłej	FEM
były	byłego	MASC;HUM
bóbr	bobra	MASC;ANIM
bóg	boga	MASC;HUM
bójka	bójki	FEM
bóstwo	bóstwa	NEUT
bąbelek	bąbelka	MASC;INAN
bąk	bąka	MASC;ANIM
bęben	bębna	MASC;INAN
bękart	bękarta	MASC;ANIM
błona	błony	FEM
błonie	błonia	NEUT
błotniak	błotniaka	MASC;ANIM
błotnik	błotnika	MASC;INAN
błoto	błota	NEUT
błysk	błysku	MASC;INAN
błyskawica	błyskawicy	FEM
błąd	błędu	MASC;INAN
błękit	błękitu	MASC;INAN
cacko	cacka	NEUT
cadyk	cadyka	MASC;HUM
cal	cala	MASC;INAN
cap	capa	MASC;ANIM
car	cara	MASC;HUM
casting	castingu	MASC;INAN
całka	całki	FEM
całkowanie	całkowania	NEUT
całopalenie	całopalenia	NEUT
całun	całunu	MASC;INAN
cebrzyk	cebrzyka	MASC;INAN
cebula	cebuli	FEM
cebulka	cebulki	FEM
cech	cechu	MASC;INAN
cecha	cechy	FEM
cedr	cedru	MASC;INAN
cedzak	cedzaka	MASC;INAN
cedzidło	cedzidła	NEUT
cegiełka	cegiełki	FEM
cegła	cegły	FEM
cegłówka	cegłówki	FEM
cela	celi	FEM
celnik	celnika	MASC;HUM
celownik	celownika	MASC;INAN
celt	celta	MASC;HUM
cennik	cennika	MASC;INAN
cenobita	cenobity	MASC;HUM
cent	centa	MASC;ANIM
centrum	centrum	NEUT
centymetr	centymetra	MASC;INAN
cep	cepa	MASC;INAN
cerkiew	cerkwi	FEM
cesarka	cesarki	FEM
cesarstwo	cesarstwa	NEUT
cewa	cewy	FEM
cewka	cewki	FEM
cezar	cezara	MASC;HUM
chabeta	chabety	FEM
chan	chana	MASC;HUM
charakter	charakteru	MASC;INAN
chart	charta	MASC;ANIM
chasyd	chasyda	MASC;HUM
chata	chaty	FEM
chatka	chatki	FEM
chaus	chausa	MASC;ANIM
chałka	chałki	FEM
chałupa	chałupy	FEM
chciwość	chciwości	FEM
cheeseburger	cheeseburgera	MASC;ANIM
chemik	chemika	MASC;HUM
chinka	chinki	FEM
chleb	chleba	MASC;INAN
chloran	chloranu	MASC;INAN
chlorek	chlorku	MASC;INAN
chmurka	chmurki	FEM
chochla	chochli	FEM
chochlik	chochlika	MASC;ANIM
chodak	chodaka	MASC;INAN
chodnik	chodnika	MASC;INAN
choineczka	choineczki	FEM
choinka	choinki	FEM
cholewa	cholewy	FEM
chomik	chomika	MASC;ANIM
chomąto	chomąta	NEUT
choroba	choroby	FEM
chorwat	chorwata	MASC;HUM
choróbsko	choróbska	NEUT
chorągiew	chorągwi	FEM
chram	chramu	MASC;INAN
chromosom	chromosomu	MASC;INAN
chronolatria	chronolatrii	FEM
chrupek	chrupka	MASC;INAN
chrystadelfianin	chrystadelfianina	MASC;HUM
chrzest	chrztu	MASC;INAN
chrześcijanin	chrześcijanina	MASC;HUM
chrześniak	chrześniaka	MASC;HUM
chrząszcz	chrząszcza	MASC;ANIM
chrzęst	chrzęstu	MASC;INAN
chujnia	chujni	FEM
chusta	chusty	FEM
chusteczka	chusteczki	FEM
chwast	chwastu	MASC;INAN
chwilka	chwilki	FEM
chwilówka	chwilówki	FEM
chwyt	chwytu	MASC;INAN
chód	chodu	MASC;INAN
chór	chóru	MASC;INAN
chów	chowu	MASC;INAN
chłam	chłamu	MASC;INAN
chłodnia	chłodni	FEM
chłodnik	chłodniku	MASC;INAN
chłop	chłopa	MASC;HUM
chłopak	chłopaka	MASC;HUM
chłopczyk	chłopczyka	MASC;HUM
chłopiec	chłopca	MASC;HUM
chłosta	chłosty	FEM
ciacho	ciacha	NEUT
ciapaty	ciapatego	MASC;HUM
ciasteczko	ciasteczka	NEUT
ciastko	ciastka	NEUT
ciasto	ciasta	NEUT
ciałko	ciałka	NEUT
ciało	ciała	NEUT
ciecz	cieczy	FEM
cielsko	cielska	NEUT
cielę	cielęcia	NEUT
ciemię	ciemienia	NEUT
ciemnica	ciemnicy	FEM
ciemność	ciemności	FEM
ciepłota	ciepłoty	FEM
cierniówka	cierniówki	FEM
cierń	ciernia	MASC;INAN
ciesak	ciesaka	MASC;INAN
cieć	ciecia	MASC;HUM
cieślica	cieślicy	FEM
cieśnina	cieśniny	FEM
cinkciarz	cinkciarza	MASC;HUM
ciocia	cioci	FEM
ciosła	ciosły	FEM
ciota	cioty	FEM
ciotka	ciotki	FEM
cipa	cipy	FEM
cipeczka	cipeczki	FEM
ciuch	ciucha	MASC;INAN
ciuchcia	ciuchci	FEM
ciufcia	ciufci	FEM
ciąg	ciągu	MASC;INAN
ciągnik	ciągnika	MASC;INAN
cięciwa	cięciwy	FEM
ciężar	ciężaru	MASC;INAN
ciśnienie	ciśnienia	NEUT
cmentarz	cmentarza	MASC;INAN
cnota	cnoty	FEM
cnotka	cnotki	FEM
cokół	cokoła	MASC;INAN
cosinus	cosinusa	MASC;INAN
cotangens	cotangensa	MASC;INAN
cudo	cuda	NEUT
cudzoziemiec	cudzoziemca	MASC;HUM
cudzołóstwo	cudzołóstwa	NEUT
cudzysłów	cudzysłowu	MASC;INAN
cug	cugu	MASC;INAN
cugiel	cugla	MASC;INAN
cukier	cukru	MASC;INAN
cukiereczek	cukiereczka	MASC;ANIM
cukierek	cukierka	MASC;INAN
cukiernik	cukiernika	MASC;HUM
cukrzyca	cukrzycy	FEM
cyberprzestrzeń	cyberprzestrzeni	FEM
cyborg	cyborga	MASC;ANIM
cyc	cyca	MASC;INAN
cycek	cycka	MASC;INAN
cyfra	cyfry	FEM
cygan	cygana	MASC;HUM
cyganka	cyganki	FEM
cygaro	cygara	NEUT
cykloida	cykloidy	FEM
cymes	cymesu	MASC;INAN
cyngiel	cyngla	MASC;INAN
cynik	cynika	MASC;HUM
cynk	cynku	MASC;INAN
cyrk	cyrku	MASC;INAN
cyrulik	cyrulika	MASC;HUM
cyrylica	cyrylicy	FEM
cysteina	cysteiny	FEM
cysterna	cysterny	FEM
cytadela	cytadeli	FEM
cytat	cytatu	MASC;INAN
cytoplazma	cytoplazmy	FEM
cytra	cytry	FEM
cytrynka	cytrynki	FEM
cytwar	cytwaru	MASC;INAN
czad	czadu	MASC;INAN
czajka	czajki	FEM
czajnik	czajnika	MASC;INAN
czako	czaka	NEUT
czapeczka	czapeczki	FEM
czapla	czapli	FEM
czar	czaru	MASC;INAN
czarnoksiężnik	czarnoksiężnika	MASC;HUM
czarnoziem	czarnoziemu	MASC;INAN
czarnuch	czarnucha	MASC;HUM
czarnuszka	czarnuszki	FEM
czarny	czarnego	MASC;HUM
czarownica	czarownicy	FEM
czarownik	czarownika	MASC;HUM
czart	czarta	MASC;ANIM
czasomierz	czasomierza	MASC;INAN
czasopismo	czasopisma	NEUT
czasoprzestrzeń	czasoprzestrzeni	FEM
czasownik	czasownika	MASC;INAN
czasza	czaszy	FEM
czaszka	czaszki	FEM
czech	czecha	MASC;HUM
czek	czeku	MASC;INAN
czekan	czekana	MASC;INAN
czeladnik	czeladnika	MASC;HUM
czelesta	czelesty	FEM
czeluść	czeluści	FEM
czepek	czepka	MASC;INAN
czeremcha	czeremchy	FEM
czerep	czerepa	MASC;INAN
czereśnia	czereśni	FEM
czerniak	czerniaka	MASC;ANIM
czerpak	czerpaka	MASC;INAN
czerw	czerwia	MASC;ANIM
czerwiec	czerwca	MASC;INAN
czerwień	czerwieni	FEM
czerwony	czerwonego	MASC;ANIM
czesne	czesnego	NEUT
czeszka	czeszki	FEM
czips	czipsa	MASC;ANIM
czkawka	czkawki	FEM
czop	czopu	MASC;INAN
czopek	czopka	MASC;INAN
czort	czorta	MASC;ANIM
czosnaczek	czosnaczka	MASC;INAN
czosnek	czosnku	MASC;INAN
czoło	czoła	NEUT
czubek	czubka	MASC;ANIM
czumak	czumaka	MASC;HUM
czuwasz	czuwasza	MASC;HUM
czuwaszka	czuwaszki	FEM
czwartek	czwartku	MASC;INAN
czworokąt	czworokąta	MASC;INAN
czwórka	czwórki	FEM
czyn	czynu	MASC;INAN
czynel	czynela	MASC;INAN
czysta	czystej	FEM
czystka	czystki	FEM
czytanie	czytania	NEUT
czytelniczka	czytelniczki	FEM
czyż	czyża	MASC;ANIM
czółenko	czółenka	NEUT
czółno	czółna	NEUT
cząsteczka	cząsteczki	FEM
cząstka	cząstki	FEM
częstokół	częstokołu	MASC;INAN
członek	członka	MASC;INAN
człowieczeństwo	człowieczeństwa	NEUT
córeczka	córeczki	FEM
córka	córki	FEM
cętka	cętki	FEM
cło	cła	NEUT
dach	dachu	MASC;INAN
dachowiec	dachowca	MASC;ANIM
dachówka	dachówki	FEM
dacza	daczy	FEM
dal	dali	FEM
dalmatyńczyk	dalmatyńczyka	MASC;ANIM
dama	damy	FEM
dandys	dandysa	MASC;HUM
danie	dania	NEUT
danina	daniny	FEM
darbuka	darbuki	FEM
darowizna	darowizny	FEM
darwinista	darwinisty	MASC;HUM
daszek	daszka	MASC;INAN
dawca	dawcy	MASC;HUM
dawczyni	dawczyni	FEM
dawka	dawki	FEM
debeściak	debeściaka	MASC;HUM
decha	dechy	FEM
decymetr	decymetra	MASC;INAN
deista	deisty	MASC;HUM
dekada	dekady	FEM
dekiel	dekla	MASC;INAN
dekret	dekretu	MASC;INAN
delegat	delegata	MASC;HUM
delikwent	delikwenta	MASC;HUM
delirium	delirium	NEUT
delta	delty	FEM
deltoid	deltoidu	MASC;INAN
demagog	demagoga	MASC;HUM
demograf	demografa	MASC;HUM
demokrata	demokraty	MASC;HUM
demon	demona	MASC;ANIM
demonstrant	demonstranta	MASC;HUM
denaturat	denaturatu	MASC;INAN
dentysta	dentysty	MASC;HUM
dentystka	dentystki	FEM
depesza	depeszy	FEM
depilator	depilatora	MASC;INAN
deptak	deptaku	MASC;INAN
dermatolog	dermatologa	MASC;HUM
deseczka	deseczki	FEM
deser	deseru	MASC;INAN
deska	deski	FEM
deskarz	deskarza	MASC;HUM
deskorolka	deskorolki	FEM
despota	despoty	MASC;HUM
destylat	destylatu	MASC;INAN
deszczyk	deszczyku	MASC;INAN
deszczówka	deszczówki	FEM
detektyw	detektywa	MASC;HUM
deweloper	dewelopera	MASC;HUM
dewota	dewoty	MASC;HUM
dewotka	dewotki	FEM
dezodorant	dezodorantu	MASC;INAN
diabeł	diabła	MASC;ANIM
diagram	diagramu	MASC;INAN
diaks	diaksu	MASC;INAN
dialog	dialogu	MASC;INAN
diament	diamentu	MASC;INAN
dinar	dinara	MASC;ANIM
dinozaur	dinozaura	MASC;ANIM
dioda	diody	FEM
dj	dj-a	MASC;HUM
doba	doby	FEM
dobro	dobra	NEUT
dobytek	dobytku	MASC;INAN
docent	docenta	MASC;HUM
docentura	docentury	FEM
dochodzenie	dochodzenia	NEUT
dochód	dochodu	MASC;INAN
dodatek	dodatku	MASC;INAN
dodawanie	dodawania	NEUT
dodekan	dodekanu	MASC;INAN
dojarka	dojarki	FEM
dojrzałość	dojrzałości	FEM
doker	dokera	MASC;HUM
dokonanie	dokonania	NEUT
doktor	doktora	MASC;HUM
doktorant	doktoranta	MASC;HUM
doktorantka	doktorantki	FEM
doktorat	doktoratu	MASC;INAN
dokument	dokumentu	MASC;INAN
dolec	dolca	MASC;ANIM
dolina	doliny	FEM
dom	domu	MASC;INAN
domator	domatora	MASC;HUM
domek	domku	MASC;INAN
domena	domeny	FEM
domieszka	domieszki	FEM
domówka	domówki	FEM
donica	donicy	FEM
doniczka	doniczki	FEM
dopełniacz	dopełniacza	MASC;INAN
dopełnienie	dopełnienia	NEUT
doradca	doradcy	MASC;HUM
dorosły	dorosłego	MASC;HUM
dorzecze	dorzecza	NEUT
dostatek	dostatku	MASC;INAN
dostawczak	dostawczaka	MASC;ANIM
dotyk	dotyku	MASC;INAN
dowcip	dowcipu	MASC;INAN
dozorca	dozorcy	MASC;HUM
dozorczyni	dozorczyni	FEM
dozór	dozoru	MASC;INAN
doświadczenie	doświadczenia	NEUT
drab	draba	MASC;HUM
drabina	drabiny	FEM
dramat	dramatu	MASC;INAN
drapieżnik	drapieżnika	MASC;ANIM
drań	drania	MASC;HUM
dred	dreda	MASC;INAN
dresiarz	dresiarza	MASC;HUM
dreszcz	dreszczu	MASC;INAN
drewniak	drewniaka	MASC;INAN
drewno	drewna	NEUT
drobiazg	drobiazgu	MASC;INAN
drobina	drobiny	FEM
drobnostka	drobnostki	FEM
droga	drogi	FEM
dromader	dromadera	MASC;ANIM
drop	dropia	MASC;ANIM
drożdżówka	drożdżówki	FEM
druh	druha	MASC;HUM
drukarka	drukarki	FEM
drukarnia	drukarni	FEM
drumla	drumli	FEM
drużyna	drużyny	FEM
drzazga	drzazgi	FEM
drzemka	drzemki	FEM
drzewo	drzewa	NEUT
